id_1;factor_expansion;EDU_1_4;EDU_5_1;EDU_5_2;EDU_5_3;EDU_5_4;EDU_8_1;EDU_11_1;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;PER_1_1;PER_2_1;EDU_2_1;EDU_7_1
1909;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Femenino;35-44 años;Ciencias sociales;El 2012 o después
974;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Masculino;55-64 años;Ciencias naturales;Antes del 2012
1056;7;Chile;Si;Si;Si;No;Jornada completa;Apoyo del cónyuge, de la pareja o familia;Suficiente;Suficiente;Suficiente;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Femenino;45-54 años;Ciencias sociales;El 2012 o después
953;8;Otros;No;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
1506;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Masculino;55-64 años;Humanidades;Antes del 2012
2415;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy pobre;Masculino;55-64 años;Ciencias médicas y de la salud;Antes del 2012
1501;8;Chile;Si;No;No;No;Jornada completa;Otros;Suficiente;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Pobre;Pobre;Pobre;Muy pobre;Muy pobre;Muy pobre;Masculino;55-64 años;Humanidades;Antes del 2012
917;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Femenino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
1048;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Pobre;Muy buena;Buena;Pobre;Pobre;Buena;Buena;Suficiente;Suficiente;Buena;Pobre;Buena;Buena;Suficiente;Pobre;Buena;Pobre;Pobre;Femenino;< 35 años;Ciencias naturales;El 2012 o después
45;8;Chile;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Suficiente;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Muy buena;Suficiente;Suficiente;Suficiente;Masculino;45-54 años;Humanidades;Antes del 2012
1045;8;Otros;No;Si;No;Si;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Muy buena;Suficiente;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Muy buena;Muy buena;Buena;Muy buena;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
2248;8;Otros;Si;No;No;No;Jornada parcial;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;El 2012 o después
1019;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Suficiente;Pobre;Buena;Muy buena;Pobre;Suficiente;Suficiente;Suficiente;Muy buena;Muy buena;Muy buena;Pobre;Pobre;Pobre;Muy buena;Suficiente;Suficiente;Suficiente;Muy pobre;Masculino;35-44 años;Ciencias naturales;El 2012 o después
892;8;Otros;Si;No;Si;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Masculino;35-44 años;Ingeniería y tecnología;Antes del 2012
961;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Muy buena;Suficiente;Buena;Muy buena;Suficiente;Pobre;Muy pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
353;8;Chile;Si;No;Si;No;Jornada parcial;Beca o subsidio de la entidad empleadora;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Masculino;45-54 años;Ciencias sociales;El 2012 o después
1126;7;Otros;Si;No;Si;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Femenino;55-64 años;Ciencias sociales;El 2012 o después
48;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Pobre;Buena;Suficiente;Suficiente;Buena;Muy buena;Buena;Buena;Masculino;35-44 años;Ciencias naturales;El 2012 o después
286;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
367;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Suficiente;Masculino;45-54 años;Ciencias sociales;Antes del 2012
330;8;Chile;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Pobre;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Muy pobre;Muy pobre;Masculino;45-54 años;Humanidades;Antes del 2012
768;7;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio de la entidad empleadora;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Buena;Suficiente;Suficiente;Pobre;Femenino;65-69 años;Ciencias naturales;Antes del 2012
147;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Pobre;Buena;Muy buena;Suficiente;Pobre;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Buena;Muy buena;Suficiente;Femenino;35-44 años;Ciencias naturales;El 2012 o después
603;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
822;7;Chile;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Suficiente;Femenino;35-44 años;Ingeniería y tecnología;El 2012 o después
1329;8;Chile;Si;No;No;No;Jornada parcial;Ahorros personales;Buena;Suficiente;Buena;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Suficiente;Buena;Suficiente;Buena;Suficiente;Buena;Suficiente;Pobre;Pobre;Pobre;Masculino;35-44 años;Ciencias sociales;El 2012 o después
1130;8;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Muy buena;Suficiente;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Masculino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
507;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Femenino;45-54 años;Ciencias naturales;Antes del 2012
2012;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Suficiente;Masculino;< 35 años;Ingeniería y tecnología;El 2012 o después
1296;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Femenino;35-44 años;Ingeniería y tecnología;El 2012 o después
470;8;Chile;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Pobre;Masculino;55-64 años;Ciencias naturales;Antes del 2012
2179;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
1402;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
332;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1756;8;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Masculino;35-44 años;Humanidades;El 2012 o después
126;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Muy buena;Muy pobre;Femenino;45-54 años;Ciencias naturales;Antes del 2012
2003;8;Otros;Si;No;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Masculino;35-44 años;Ciencias naturales;El 2012 o después
540;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Masculino;35-44 años;Ingeniería y tecnología;Antes del 2012
1698;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Masculino;55-64 años;Ciencias médicas y de la salud;Antes del 2012
2351;8;Otros;Si;No;Si;No;Jornada parcial;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Suficiente;Buena;Muy buena;Buena;Suficiente;Muy buena;Muy buena;Muy buena;Suficiente;Suficiente;Muy buena;Suficiente;Pobre;Masculino;55-64 años;Ciencias médicas y de la salud;Antes del 2012
747;7;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Pobre;Femenino;55-64 años;Ingeniería y tecnología;Antes del 2012
781;8;Otros;Si;No;No;No;Jornada completa;Otros;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
560;7;Otros;No;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Femenino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
479;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Pobre;Masculino;35-44 años;Ciencias sociales;El 2012 o después
632;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Masculino;35-44 años;Humanidades;Antes del 2012
299;7;Chile;Si;No;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Muy pobre;Muy pobre;Muy buena;Buena;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Suficiente;Muy pobre;Muy pobre;Muy pobre;Muy pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
589;8;Otros;Si;No;Si;No;Jornada parcial;Créditos;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Suficiente;Suficiente;Masculino;45-54 años;Ciencias sociales;El 2012 o después
610;7;Chile;Si;No;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Femenino;45-54 años;Humanidades;Antes del 2012
2143;8;Otros;Si;No;Si;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Buena;Suficiente;Masculino;55-64 años;Ciencias sociales;Antes del 2012
2387;8;Chile;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Buena;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
1731;8;Otros;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy pobre;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Suficiente;Buena;Pobre;Buena;Buena;Suficiente;Suficiente;Muy pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1851;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Pobre;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Suficiente;Suficiente;Suficiente;Buena;Buena;Pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
228;7;Chile;Si;Si;No;No;Jornada parcial;Beca o subsidio de la entidad empleadora;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Muy pobre;Femenino;55-64 años;Ciencias naturales;Antes del 2012
443;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Buena;Suficiente;Suficiente;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Femenino;35-44 años;Ciencias sociales;El 2012 o después
1365;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Masculino;45-54 años;Ciencias sociales;Antes del 2012
1545;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Buena;Buena;Pobre;Buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Pobre;Suficiente;Pobre;Suficiente;Buena;Suficiente;Femenino;45-54 años;Ciencias sociales;El 2012 o después
246;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Pobre;Masculino;35-44 años;Ciencias sociales;El 2012 o después
38;7;Otros;Si;No;Si;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Femenino;55-64 años;Ciencias sociales;Antes del 2012
355;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Pobre;Femenino;55-64 años;Ciencias sociales;Antes del 2012
887;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Muy pobre;Buena;Buena;Suficiente;Suficiente;Muy pobre;Masculino;45-54 años;Ciencias sociales;El 2012 o después
1949;8;Otros;Si;Si;Si;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Suficiente;Muy buena;Muy buena;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
1723;8;Otros;No;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Buena;Pobre;Pobre;Masculino;65-69 años;Ciencias naturales;Antes del 2012
2331;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Suficiente;Buena;Suficiente;Buena;Suficiente;Suficiente;Suficiente;Buena;Buena;Suficiente;Femenino;55-64 años;Ciencias naturales;Antes del 2012
498;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
1298;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Masculino;45-54 años;Ciencias agrícolas y veterinarias;Antes del 2012
871;8;Otros;No;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Masculino;55-64 años;Ciencias naturales;Antes del 2012
328;8;Chile;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Pobre;Buena;Buena;Suficiente;Suficiente;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
1567;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy pobre;Muy buena;Muy buena;Muy buena;Muy pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy pobre;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Pobre;Muy pobre;Masculino;35-44 años;Ciencias naturales;Antes del 2012
2247;8;Otros;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Pobre;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
1049;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Muy buena;Buena;Suficiente;Buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Buena;Suficiente;Muy buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2413;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Suficiente;Masculino;35-44 años;Ciencias naturales;Antes del 2012
833;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Masculino;45-54 años;Humanidades;Antes del 2012
1794;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Buena;Muy buena;Buena;Pobre;Suficiente;Pobre;Masculino;35-44 años;Ciencias agrícolas y veterinarias;El 2012 o después
1108;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Femenino;< 35 años;Humanidades;El 2012 o después
396;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Muy buena;Femenino;35-44 años;Ingeniería y tecnología;El 2012 o después
1829;7;Chile;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Femenino;35-44 años;Ciencias agrícolas y veterinarias;Antes del 2012
1679;8;Otros;No;No;No;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
